EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:39:27,940	00:39:30,539	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Strait of Hormuz will be set ablaze
EDL	00:39:30,539	00:39:33,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	there will be an interruption in the
EDL	00:39:33,160	00:39:36,819	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	flow of oil at a massive spike in the
EDL	00:39:36,819	00:39:39,549	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	price of gasoline for every average
EDL	00:39:39,549	00:39:42,880	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	American increasing dependence of the
EDL	00:39:42,880	00:39:45,369	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Europeans on Russian oil which has
EDL	00:39:45,369	00:39:48,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	geopolitical consequences and of course
EDL	00:39:48,400	00:39:51,249	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	a potential economic crisis both within
EDL	00:39:51,249	00:39:53,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the United States and in China because
EDL	00:39:53,920	00:39:56,880	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of Chinese dependence on the Iranian oil
EDL	00:39:56,880	00:39:59,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	for the Russians that's a net benefit
EDL	00:39:59,430	00:40:03,009	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	incidentally for us it's a geopolitical
EDL	00:40:03,009	00:40:06,489	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	disaster and therefore we have to face
EDL	00:40:06,489	00:40:10,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	I think logically and why not open a
EDL	00:40:10,150	00:40:15,279	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	defect that force is not an option there
EDL	00:40:15,279	00:40:16,869	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is a tendency to think that we were
EDL	00:40:16,869	00:40:20,099	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	being strategically very clever by
EDL	00:40:20,099	00:40:25,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	reiterating that force is not off the
EDL	00:40:25,630	00:40:28,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	table all options are on the table
EDL	00:40:28,630	00:40:31,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and the problem with that is that it
EDL	00:40:31,900	00:40:34,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	doesn't drive the Iranians towards
EDL	00:40:34,380	00:40:37,499	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	accommodation it drives them towards
EDL	00:40:37,499	00:40:40,749	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	nationalist unity against us and makes
EDL	00:40:40,749	00:40:43,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the negotiating process disliked
EDL	00:40:43,460	00:40:48,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	see and it may not succeed because in
EDL	00:40:48,140	00:40:50,360	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the end the Iranians may not be willing
EDL	00:40:50,360	00:40:53,200	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	or able to make those accommodations
EDL	00:40:53,200	00:40:56,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	which would make negotiations more or
EDL	00:40:56,150	00:40:58,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	less successful in some sort of
EDL	00:40:58,940	00:41:01,580	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	compromise formula and there are some so
EDL	00:41:01,580	00:41:03,500	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	maybe there will be no success to these
EDL	00:41:03,500	00:41:06,440	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	negotiations but that is the alternative
EDL	00:41:06,440	00:41:10,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	I say that use of force is as much of
EDL	00:41:10,760	00:41:14,870	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the disaster as Iran acquiring a nuclear
EDL	00:41:14,870	00:41:18,620	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	weapon but if there is a recourse to
EDL	00:41:18,620	00:41:21,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	force we do know that the consequences
EDL	00:41:21,590	00:41:24,680	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	would be most negative and unpredictable
EDL	00:41:24,680	00:41:27,500	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in their consequences whereas if they do
EDL	00:41:27,500	00:41:30,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	acquire the nuclear bond there are
EDL	00:41:30,290	00:41:33,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	things we can do on the basis of our own
EDL	00:41:33,530	00:41:36,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	experience which gives us some grants
EDL	00:41:36,290	00:41:39,080	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	for confidence that these alternative
EDL	00:41:39,080	00:41:42,110	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	responses might work and they are well
EDL	00:41:42,110	00:41:45,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	known and tried historically and that is
EDL	00:41:45,530	00:41:49,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	deterrence we were able to deter the
EDL	00:41:49,430	00:41:52,790	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	most murderous regime in human history
EDL	00:41:52,790	00:41:54,310	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in fact two of them
EDL	00:41:54,310	00:41:58,040	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Stalin's and Mao Zedong's neither of
EDL	00:41:58,040	00:42:01,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	which place much value on human life but
EDL	00:42:01,160	00:42:03,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we deterred them because we convinced
EDL	00:42:03,650	00:42:06,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the bodies involved that use of force
EDL	00:42:06,640	00:42:09,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	would produce total destruction for them
EDL	00:42:09,530	00:42:12,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and our response for example to a
EDL	00:42:12,710	00:42:14,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	possible Soviet attack on the United
EDL	00:42:14,690	00:42:18,170	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	States was deliberately designed if
EDL	00:42:18,170	00:42:22,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	necessary to kill as many Russians men
EDL	00:42:22,940	00:42:25,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	women and children the entire society as
EDL	00:42:25,490	00:42:29,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is feasible and we had the capacity to
EDL	00:42:29,240	00:42:33,680	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	actually do it and that was credible the
EDL	00:42:33,680	00:42:37,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Iranians are difficult occasional
EDL	00:42:37,340	00:42:42,170	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	duplicitous determined evasive but one
EDL	00:42:42,170	00:42:44,740	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	thing they're not they're not suicidal
EDL	00:42:44,740	00:42:48,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Iran has been around for a long long
EDL	00:42:48,320	00:42:52,359	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	time more than 2,500 years
EDL	00:42:52,359	00:42:54,849	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and they can be deterred and we can
EDL	00:42:54,849	00:42:58,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	protect every country near Iran
EDL	00:42:58,660	00:43:01,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	including Israel including the Arab
EDL	00:43:01,690	00:43:04,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	states through a blanket guarantee of
EDL	00:43:04,480	00:43:07,299	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	our willingness to protect and I think
EDL	00:43:07,299	00:43:09,130	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	if we are willing to be patient in our
EDL	00:43:09,130	00:43:11,829	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	negotiations clear in our determination
EDL	00:43:11,829	00:43:14,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to prevent the Iranians from benefiting
EDL	00:43:14,710	00:43:17,130	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	from the acquisition of nuclear weapons
EDL	00:43:17,130	00:43:20,739	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	but without maintaining the attitude
EDL	00:43:20,739	00:43:22,420	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	towards negotiations which makes
EDL	00:43:22,420	00:43:24,009	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	negotiations less likely to be
EDL	00:43:24,009	00:43:27,670	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	successful we are more likely to be
EDL	00:43:27,670	00:43:29,980	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	successful the president right now is
EDL	00:43:29,980	00:43:33,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	under enormous pressure to ring the bell
EDL	00:43:33,430	00:43:36,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and to in effect say negotiations have
EDL	00:43:36,640	00:43:39,249	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	failed I hope he avoids the temptation
EDL	00:43:39,249	00:43:42,999	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	my sense is he's reluctant to succumb to
EDL	00:43:42,999	00:43:44,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that temptation but he is under
EDL	00:43:44,920	00:43:48,039	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	political pressure this issue in turn is
EDL	00:43:48,039	00:43:50,799	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	related to Afghanistan Pakistan that has
EDL	00:43:50,799	00:43:55,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	become profoundly debilitating and
EDL	00:43:55,180	00:43:58,539	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	costly American military engagement but
EDL	00:43:58,539	00:44:02,079	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we have no choice because of 9/11 and we
EDL	00:44:02,079	00:44:05,109	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	have to make certain that after the
EDL	00:44:05,109	00:44:07,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	conclusion of hostilities in Afghanistan
EDL	00:44:07,660	00:44:10,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	there is no longer a safe haven in
EDL	00:44:10,180	00:44:13,989	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Afghanistan for a repetition of 9/11 for
EDL	00:44:13,989	00:44:17,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	allocator to operate with impunity this
EDL	00:44:17,380	00:44:19,329	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	doesn't mean an open-ended military
EDL	00:44:19,329	00:44:23,859	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	engagement towards an ultimate complete
EDL	00:44:23,859	00:44:25,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	victory and I think the president is
EDL	00:44:25,900	00:44:28,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	beginning to signal that it doesn't view
EDL	00:44:28,210	00:44:30,309	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the war that way it's not the way George
EDL	00:44:30,309	00:44:33,749	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Bush viewed it victory democratization
EDL	00:44:33,749	00:44:35,609	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	representative government and
EDL	00:44:35,609	00:44:39,249	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly modern Afghanistan created
EDL	00:44:39,249	00:44:43,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in the wake of a war won by us I think
EDL	00:44:43,660	00:44:45,339	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we're moving now towards a redefinition
EDL	00:44:45,339	00:44:49,119	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of what success means which means the
EDL	00:44:49,119	00:44:51,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Afghans themselves and cheating that
EDL	00:44:51,700	00:44:55,029	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	success counterinsurgency not primarily
EDL	00:44:55,029	00:44:57,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	by us but increasing
EDL	00:44:57,000	00:44:59,370	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	by the young guns I have some
EDL	00:44:59,370	00:45:01,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	reservations about the military aspects
EDL	00:45:01,650	00:45:04,680	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of the plans involved here I think
EDL	00:45:04,680	00:45:07,080	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	trying to create a national Afghan army
EDL	00:45:07,080	00:45:10,020	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is a dubious proposition the emphasis
EDL	00:45:10,020	00:45:11,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	should be on the creation of local
EDL	00:45:11,760	00:45:14,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	militias time to local communities
EDL	00:45:14,250	00:45:17,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	villages and towns and based on ethnic
EDL	00:45:17,280	00:45:20,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	loyalties because we cannot ignore the
EDL	00:45:20,250	00:45:21,870	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	fact that there aren't very many
EDL	00:45:21,870	00:45:24,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	handguns in Afghanistan but there are a
EDL	00:45:24,810	00:45:28,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	lot of Afghan Pashtuns Afghan Tajiks
EDL	00:45:28,940	00:45:30,830	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Afghan gup-x
EDL	00:45:30,830	00:45:36,680	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Afghan turkmens Hazaras and others and
EDL	00:45:36,680	00:45:39,360	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	local communities are much more likely
EDL	00:45:39,360	00:45:41,730	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to be the basis for effective Afghan
EDL	00:45:41,730	00:45:45,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	response to the Taliban then the foreign
EDL	00:45:45,000	00:45:48,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	American European Army if we do some of
EDL	00:45:48,960	00:45:51,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	these things and particularly we do all
EDL	00:45:51,660	00:45:54,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of them intelligently we can begin to
EDL	00:45:54,330	00:45:57,420	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	diminish the salience of the long term
EDL	00:45:57,420	00:45:59,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	challenge or the part of the world that
EDL	00:45:59,910	00:46:02,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is relatively new to political activism
EDL	00:46:02,460	00:46:07,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and which is increasingly captured by an
EDL	00:46:07,530	00:46:09,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	anti-american sentiment that is
EDL	00:46:09,450	00:46:12,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	extremely intense and violent based on
EDL	00:46:12,470	00:46:15,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	political and religious resentments and
EDL	00:46:15,930	00:46:18,270	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	if we can do that then I think we can
EDL	00:46:18,270	00:46:21,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	begin to be free of the burdens as
EDL	00:46:21,810	00:46:25,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	country imposes on us if we are not
EDL	00:46:25,220	00:46:27,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we're going to be bombed down to an
EDL	00:46:27,960	00:46:30,540	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly debilitating extent because
EDL	00:46:30,540	00:46:33,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the costs involved physical economic
EDL	00:46:33,930	00:46:36,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	which are enormous and political around
EDL	00:46:36,960	00:46:39,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the world and hence the stakes are quite
EDL	00:46:39,210	00:46:42,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	fundamental to our well-being the worn
EDL	00:46:42,210	00:46:45,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	against and now is the longest war in
EDL	00:46:45,180	00:46:48,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	American history it is now the longest
EDL	00:46:48,150	00:46:50,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	war fought in our
EDL	00:46:50,230	00:46:53,079	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	national history and it can only be a
EDL	00:46:53,079	00:46:56,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	war that's going to be won by Afghans
EDL	00:46:56,530	00:46:58,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	whom we help and we have to be
EDL	00:46:58,900	00:47:00,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	sophisticated and clever and dealing
EDL	00:47:00,490	00:47:02,589	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	with that and we have to be much more
EDL	00:47:02,589	00:47:05,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	effective in establishing some sort of
EDL	00:47:05,800	00:47:08,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	shared strategic understanding with
EDL	00:47:08,410	00:47:11,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Pakistan from guarding what happens
EDL	00:47:11,910	00:47:15,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	after the defeat of the Taliban because
EDL	00:47:15,190	00:47:18,339	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the Pakistanis have a vital interest in
EDL	00:47:18,339	00:47:21,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Afghanistan being essentially a source
EDL	00:47:21,190	00:47:24,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of strategic security for them and not a
EDL	00:47:24,490	00:47:27,310	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	source of potential encirclement given
EDL	00:47:27,310	00:47:29,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	their obsessive and perhaps excessive
EDL	00:47:29,230	00:47:32,020	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	preoccupation with what they view as
EDL	00:47:32,020	00:47:36,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Indian challenge if we don't do well in
EDL	00:47:36,810	00:47:39,550	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Afghanistan Pakistan our problems in the
EDL	00:47:39,550	00:47:43,599	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Far East will intensify but our position
EDL	00:47:43,599	00:47:45,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in the fire is in any case is
EDL	00:47:45,940	00:47:49,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly under challenge largely
EDL	00:47:49,150	00:47:51,550	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	because of the shifts in the global
EDL	00:47:51,550	00:47:55,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	parameters and while we are striving to
EDL	00:47:55,210	00:47:57,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	achieve right now a cooperative
EDL	00:47:57,700	00:48:00,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	partnership with China in which we
EDL	00:48:00,400	00:48:03,040	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	recognize that each is dependent on the
EDL	00:48:03,040	00:48:05,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	other and that is a new realization
EDL	00:48:05,380	00:48:07,990	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that's beginning to sink in both here
EDL	00:48:07,990	00:48:10,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and in China there are still enormous
EDL	00:48:10,630	00:48:13,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	regional pressures as well as historical
EDL	00:48:13,660	00:48:16,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	forces at work that can push the support
EDL	00:48:16,710	00:48:19,599	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the Chinese throughout the last two
EDL	00:48:19,599	00:48:22,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	decades while rising dramatically have
EDL	00:48:22,450	00:48:25,420	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	been very careful to minimize their
EDL	00:48:25,420	00:48:27,849	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	prospects they repeatedly say we're
EDL	00:48:27,849	00:48:30,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	rising peacefully but it is not our
EDL	00:48:30,190	00:48:32,980	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	ambition to be a global superpower or
EDL	00:48:32,980	00:48:36,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	equal to the United States and we're far
EDL	00:48:36,010	00:48:38,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	too backwards to under develop for that
EDL	00:48:38,940	00:48:42,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	but that mood is changing if you read
EDL	00:48:42,160	00:48:45,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Chinese strategic analysis these days
EDL	00:48:45,480	00:48:49,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly you sense within them still
EDL	00:48:49,000	00:48:52,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	as somewhat delicate but increasingly
EDL	00:48:52,000	00:48:55,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	evident sense of triumphalism we are on
EDL	00:48:55,930	00:48:59,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the March we are rising we're not going
EDL	00:48:59,650	00:49:00,040	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to be
EDL	00:49:00,040	00:49:03,610	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	- and more important we're now in a
EDL	00:49:03,610	00:49:07,360	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	position to begin to shape to our own
EDL	00:49:07,360	00:49:10,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	liking some key geopolitical
EDL	00:49:10,150	00:49:12,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	arrangements in the world starting
EDL	00:49:12,280	00:49:15,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	particularly in the Far East and it's
EDL	00:49:15,100	00:49:17,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	not an accident but it's a source of
EDL	00:49:17,350	00:49:19,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	concern and an interesting one the
EDL	00:49:19,690	00:49:22,510	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Chinese are now talking openly about an
EDL	00:49:22,510	00:49:25,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	East Asian community an East Asian
EDL	00:49:25,330	00:49:28,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	community in which they and the
EDL	00:49:28,690	00:49:30,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	countries near them and the assam
EDL	00:49:30,490	00:49:32,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	country will be essentially an
EDL	00:49:32,800	00:49:36,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly integrated reality matching
EDL	00:49:36,340	00:49:39,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the EU without the political dimension
EDL	00:49:39,150	00:49:41,950	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	explicitly being mentioned but with the
EDL	00:49:41,950	00:49:43,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	disproportion in power between the
EDL	00:49:43,930	00:49:46,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Chinese and the other putative members
EDL	00:49:46,330	00:49:48,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of that community the political
EDL	00:49:48,190	00:49:51,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	dimension is predetermined it will be if
EDL	00:49:51,340	00:49:53,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	it comes to pass and is beginning to
EDL	00:49:53,380	00:49:56,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	come to pass a Chinese sphere of
EDL	00:49:56,290	00:50:00,610	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	influence left unstated is the role of
EDL	00:50:00,610	00:50:03,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the United States but it is quite clear
EDL	00:50:03,250	00:50:05,260	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that is going to be a very much
EDL	00:50:05,260	00:50:08,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	diminished role and what is increasing
EDL	00:50:08,590	00:50:11,260	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	there should be of concern it is that
EDL	00:50:11,260	00:50:15,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	similar dialogue strategic dialogue is
EDL	00:50:15,010	00:50:19,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	beginning to dominate the public open
EDL	00:50:19,470	00:50:22,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	thinking do political thinking of Japan
EDL	00:50:22,960	00:50:26,440	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and of South Korea they also are talking
EDL	00:50:26,440	00:50:29,740	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	about an East Asian community involving
EDL	00:50:29,740	00:50:33,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	themselves and the Chinese and the
EDL	00:50:33,250	00:50:36,730	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	others all the way to ASEAN and clearly
EDL	00:50:36,730	00:50:39,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in that context there is the beginning
EDL	00:50:39,280	00:50:42,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of three-way cooperation between China
EDL	00:50:42,190	00:50:45,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and the new government of Japan which is
EDL	00:50:45,280	00:50:48,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	beginning to think about revising the
EDL	00:50:48,490	00:50:50,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	fundamental geopolitical assumptions
EDL	00:50:50,410	00:50:54,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that have guided Japan since 1945 to
EDL	00:50:54,220	00:50:56,620	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	think about an East Asian community as
